ID,post_author,post_date,post_date_gmt,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,lead_gen_params,PREFIX
232,35,8/16/19 20:08,8/17/19 0:08,Transitioning Care for 8-12 Years Olds with Cystic Fibrosis,,inherit,closed,closed,,231-autosave-v1,,,8/16/19 20:08,8/17/19 0:08,,231,https://cystic-fibrosis.com/uncategorized/231-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
233,35,8/16/19 20:00,8/17/19 0:00,Transitioning Care for 13-17 Years Olds with Cystic Fibrosis,,inherit,closed,closed,,228-autosave-v1,,,8/16/19 20:00,8/17/19 0:00,,228,https://cystic-fibrosis.com/uncategorized/228-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
234,39,8/2/19 18:50,8/2/19 22:50,Transitioning from Pediatric to Adult Cystic Fibrosis Care,,publish,closed,closed,,transition-adult-care,,,8/16/19 20:12,8/17/19 0:12,,0,https://cystic-fibrosis.com/?page_id=234,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
235,35,8/16/19 20:11,8/17/19 0:11,Transitioning from Pediatric to Adult Cystic Fibrosis Care,,inherit,closed,closed,,234-autosave-v1,,,8/16/19 20:11,8/17/19 0:11,,234,https://cystic-fibrosis.com/uncategorized/234-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
236,39,8/16/19 20:31,8/17/19 0:31,Cystic Fibrosis and Health Insurance,,publish,closed,closed,,health-insurance,,,8/16/19 20:31,8/17/19 0:31,,0,https://cystic-fibrosis.com/?page_id=236,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
238,35,8/16/19 20:28,8/17/19 0:28,Cystic Fibrosis and Health Insurance,,inherit,closed,closed,,236-autosave-v1,,,8/16/19 20:28,8/17/19 0:28,,236,https://cystic-fibrosis.com/uncategorized/236-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
239,39,8/2/19 18:49,8/2/19 22:49,Managing Daily Routines and Treatment Schedules with Cystic Fibrosis,,publish,closed,closed,,daily-routine,,,8/16/19 20:51,8/17/19 0:51,,0,https://cystic-fibrosis.com/?page_id=239,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
240,35,8/16/19 20:48,8/17/19 0:48,Managing Daily Routines and Treatment Schedules with Cystic Fibrosis,,inherit,closed,closed,,239-autosave-v1,,,8/16/19 20:48,8/17/19 0:48,,239,https://cystic-fibrosis.com/uncategorized/239-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
241,39,8/2/19 18:48,8/2/19 22:48,Cleaning and Disinfecting Nebulizers,,publish,closed,closed,,nebulizer-cleaning,,,8/16/19 20:55,8/17/19 0:55,,0,https://cystic-fibrosis.com/?page_id=241,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
242,35,8/16/19 20:55,8/17/19 0:55,Cleaning and Disinfecting Nebulizers,,inherit,closed,closed,,241-autosave-v1,,,8/16/19 20:55,8/17/19 0:55,,241,https://cystic-fibrosis.com/uncategorized/241-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
243,39,8/2/19 18:47,8/2/19 22:47,Tips for Preventing Infections,,publish,closed,closed,,infection-prevention-tips,,,8/16/19 21:04,8/17/19 1:04,,0,https://cystic-fibrosis.com/?page_id=243,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
244,35,8/16/19 21:03,8/17/19 1:03,Tips for Preventing Infections,,inherit,closed,closed,,243-autosave-v1,,,8/16/19 21:03,8/17/19 1:03,,243,https://cystic-fibrosis.com/uncategorized/243-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
245,39,8/2/19 14:03,8/2/19 18:03,Financial Assistance Resources for Cystic Fibrosis Patients and Caregivers,,publish,closed,closed,,financial-resources,,,8/16/19 21:07,8/17/19 1:07,,109,https://cystic-fibrosis.com/?page_id=245,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
246,35,8/16/19 21:07,8/17/19 1:07,Financial Assistance Resources for Cystic Fibrosis Patients and Caregivers,,inherit,closed,closed,,245-autosave-v1,,,8/16/19 21:07,8/17/19 1:07,,245,https://cystic-fibrosis.com/uncategorized/245-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
247,39,8/2/19 14:10,8/2/19 18:10,Practical Tips for Living with Cystic Fibrosis,,publish,closed,closed,,living,,,8/16/19 21:13,8/17/19 1:13,,0,https://cystic-fibrosis.com/?page_id=247,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
248,35,8/16/19 21:12,8/17/19 1:12,Practical Tips for Living with Cystic Fibrosis,,inherit,closed,closed,,247-autosave-v1,,,8/16/19 21:12,8/17/19 1:12,,247,https://cystic-fibrosis.com/uncategorized/247-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
249,39,8/16/19 21:21,8/17/19 1:21,Current and Future Research into Cystic Fibrosis,,publish,closed,closed,,research,,,8/16/19 21:21,8/17/19 1:21,,0,https://cystic-fibrosis.com/?page_id=249,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
250,35,8/2/19 14:17,8/2/19 18:17,Current and Future Research into Cystic Fibrosis,,inherit,closed,closed,,249-autosave-v1,,,8/2/19 14:17,8/2/19 18:17,,249,https://cystic-fibrosis.com/uncategorized/249-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
251,39,8/16/19 21:22,8/17/19 1:22,What are Complementary and Alternative Treatments for Cystic Fibrosis?,,publish,closed,closed,,complementary-alternative-medicine,,,8/16/19 21:22,8/17/19 1:22,,0,https://cystic-fibrosis.com/?page_id=251,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
253,39,8/2/19 18:46,8/2/19 22:46,Lung Transplant Surgery for Cystic Fibrosis,,publish,closed,closed,,lung-transplant,,,8/20/19 17:06,8/20/19 21:06,,107,https://cystic-fibrosis.com/?page_id=253,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
254,35,8/16/19 21:24,8/17/19 1:24,Lung Transplant Surgery for Cystic Fibrosis,,inherit,closed,closed,,253-autosave-v1,,,8/16/19 21:24,8/17/19 1:24,,253,https://cystic-fibrosis.com/uncategorized/253-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
255,39,8/2/19 18:45,8/2/19 22:45,Managing and Treating Cystic Fibrosis Exacerbations,,publish,closed,closed,,exacerbation,,,8/20/19 17:03,8/20/19 21:03,,107,https://cystic-fibrosis.com/?page_id=255,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
257,39,8/2/19 14:52,8/2/19 18:52,Physical Activity and Exercise Considerations with Cystic Fibrosis,,publish,closed,closed,,exercise,,,8/20/19 16:53,8/20/19 20:53,,0,https://cystic-fibrosis.com/?page_id=257,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
258,35,8/16/19 21:36,8/17/19 1:36,Physical Activity and Exercise Considerations with Cystic Fibrosis,,inherit,closed,closed,,257-autosave-v1,,,8/16/19 21:36,8/17/19 1:36,,257,https://cystic-fibrosis.com/uncategorized/257-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
259,39,8/2/19 15:00,8/2/19 19:00,Diet and Nutrition Considerations with Cystic Fibrosis,,publish,closed,closed,,diet-nutrition,,,8/20/19 16:43,8/20/19 20:43,,0,https://cystic-fibrosis.com/?page_id=259,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
261,39,8/15/19 13:21,8/15/19 17:21,Airway Clearance Techniques for Cystic Fibrosis,,publish,closed,closed,,airway-clearance-techniques,,,8/20/19 16:39,8/20/19 20:39,,0,https://cystic-fibrosis.com/?page_id=261,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
263,39,8/16/19 21:49,8/17/19 1:49,What Vaccinations Should a Person with Cystic Fibrosis Get?,,publish,closed,closed,,vaccinations,,,8/20/19 16:36,8/20/19 20:36,,0,https://cystic-fibrosis.com/?page_id=263,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
264,39,8/2/19 18:42,8/2/19 22:42,Pancreatic Enzyme Replacement Therapies (PERT) for Cystic Fibrosis,,publish,closed,closed,,pancreatic-enzymes-supplements,,,8/20/19 16:44,8/20/19 20:44,,107,https://cystic-fibrosis.com/?page_id=264,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
266,35,8/16/19 22:03,8/17/19 2:03,What is Kalydeco (Ivacaftor)?,,inherit,closed,closed,,193-autosave-v1,,,8/16/19 22:03,8/17/19 2:03,,193,https://cystic-fibrosis.com/uncategorized/193-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
267,35,8/2/19 15:51,8/2/19 19:51,What is Orkambi (Lumacaftor/Ivacaftor)?,,inherit,closed,closed,,194-autosave-v1,,,8/2/19 15:51,8/2/19 19:51,,194,https://cystic-fibrosis.com/uncategorized/194-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
268,35,8/16/19 21:56,8/17/19 1:56,What is Symdeko (Tezacaftor/Ivacaftor)?,,inherit,closed,closed,,195-autosave-v1,,,8/16/19 21:56,8/17/19 1:56,,195,https://cystic-fibrosis.com/uncategorized/195-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
269,35,8/16/19 22:06,8/17/19 2:06,CFTR Modulators for Cystic Fibrosis,,inherit,closed,closed,,140-autosave-v1,,,8/16/19 22:06,8/17/19 2:06,,140,https://cystic-fibrosis.com/uncategorized/140-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
270,35,8/2/19 16:26,8/2/19 20:26,The Chronic Cough of Cystic Fibrosis,,inherit,closed,closed,,82-autosave-v1,,,8/2/19 16:26,8/2/19 20:26,,82,https://cystic-fibrosis.com/uncategorized/82-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
271,35,8/16/19 21:53,8/17/19 1:53,Pancreatic Enzyme Replacement Therapies (PERT) for Cystic Fibrosis,,inherit,closed,closed,,264-autosave-v1,,,8/16/19 21:53,8/17/19 1:53,,264,https://cystic-fibrosis.com/uncategorized/264-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
272,35,8/18/19 11:39,8/18/19 15:39,How Does Cystic Fibrosis Affect Growth and Development in Children?,,inherit,closed,closed,,118-autosave-v1,,,8/18/19 11:39,8/18/19 15:39,,118,https://cystic-fibrosis.com/uncategorized/118-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
273,39,8/20/19 11:49,,Colorectal Cancer and Cystic Fibrosis,,draft,open,closed,,colorectal-cancer-risk,,,8/20/19 11:49,8/20/19 15:49,,0,https://cystic-fibrosis.com/?p=273,0,post,,0,NULL,cf
274,39,8/20/19 11:44,,The Microbiome and Cystic Fibrosis,,draft,open,closed,,microbiome,,,8/20/19 11:44,8/20/19 15:44,,0,https://cystic-fibrosis.com/?p=274,0,post,,0,NULL,cf
275,39,8/20/19 11:44,,Travel and Cystic Fibrosis,,draft,open,closed,,travel,,,8/20/19 11:44,8/20/19 15:44,,0,https://cystic-fibrosis.com/?p=275,0,post,,0,NULL,cf
276,39,8/20/19 11:44,,Navigating Weather with Cystic Fibrosis,,draft,open,closed,,,,,8/20/19 11:44,8/20/19 15:44,,0,https://cystic-fibrosis.com/?p=276,0,post,,0,NULL,cf
277,39,8/20/19 11:43,,Having an Emergency Preparedness Plan,,draft,open,closed,,emergency-preparedness-plan,,,8/20/19 11:43,8/20/19 15:43,,0,https://cystic-fibrosis.com/?p=277,0,post,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
278,43,8/6/19 9:58,,Auto Draft,,auto-draft,open,closed,,,,,8/6/19 9:58,,,0,https://cystic-fibrosis.com/?p=278,0,post,,0,NULL,cf
279,37,8/16/19 11:25,8/16/19 15:25,What are some of the early symptoms of someone with CF?,,publish,open,closed,,early-symptoms,,,8/16/19 11:26,8/16/19 15:26,,0,https://cystic-fibrosis.com/?post_type=q_and_a&#038;p=279,0,q_and_a,,0,NULL,cf
280,37,8/6/19 16:22,,Auto Draft,,auto-draft,open,closed,,,,,8/6/19 16:22,,,0,https://cystic-fibrosis.com/?post_type=q_and_a&p=280,0,q_and_a,,0,NULL,cf
282,31,8/7/19 9:04,,Auto Draft,,auto-draft,open,closed,,,,,8/7/19 9:04,,,0,https://cystic-fibrosis.com/?p=282,0,post,,0,NULL,cf
283,35,8/7/19 9:22,,Auto Draft,,auto-draft,open,closed,,,,,8/7/19 9:22,,,0,https://cystic-fibrosis.com/?p=283,0,post,,0,NULL,cf
284,35,8/7/19 9:25,,Auto Draft,,auto-draft,closed,closed,,,,,8/7/19 9:25,,,0,https://cystic-fibrosis.com/?page_id=284,0,page,,0,NULL,cf
285,35,8/7/19 17:32,,Auto Draft,,auto-draft,closed,closed,,,,,8/7/19 17:32,,,0,https://cystic-fibrosis.com/?page_id=285,0,page,,0,NULL,cf
286,35,8/7/19 17:33,,Auto Draft,,auto-draft,open,closed,,,,,8/7/19 17:33,,,0,https://cystic-fibrosis.com/?p=286,0,post,,0,NULL,cf
287,45,8/9/19 12:42,,Auto Draft,,auto-draft,open,closed,,,,,8/9/19 12:42,,,0,https://cystic-fibrosis.com/?p=287,0,post,,0,NULL,cf
288,42,8/15/19 11:52,,Auto Draft,,auto-draft,open,closed,,,,,8/15/19 11:52,,,0,https://cystic-fibrosis.com/?p=288,0,post,,0,NULL,cf
289,34,8/15/19 13:19,,Home,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=289,1,nav_menu_item,,0,NULL,cf
290,34,8/15/19 13:19,,#33 (no title),,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=290,1,nav_menu_item,,0,NULL,cf
291,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=291,1,nav_menu_item,,0,NULL,cf
292,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=292,1,nav_menu_item,,0,NULL,cf
293,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=293,1,nav_menu_item,,0,NULL,cf
294,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=294,1,nav_menu_item,,0,NULL,cf
295,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=295,1,nav_menu_item,,0,NULL,cf
296,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=296,1,nav_menu_item,,0,NULL,cf
297,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=297,1,nav_menu_item,,0,NULL,cf
298,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=298,1,nav_menu_item,,0,NULL,cf
299,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=299,1,nav_menu_item,,0,NULL,cf
300,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=300,1,nav_menu_item,,0,NULL,cf
301,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=301,1,nav_menu_item,,0,NULL,cf
302,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=302,1,nav_menu_item,,0,NULL,cf
303,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=303,1,nav_menu_item,,0,NULL,cf
304,34,8/15/19 13:19,,,,draft,closed,closed,,,,,8/15/19 13:19,,,0,https://cystic-fibrosis.com/?p=304,1,nav_menu_item,,0,NULL,cf
305,35,8/15/19 13:20,,Home,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=305,1,nav_menu_item,,0,NULL,cf
306,35,8/15/19 13:20,,#33 (no title),,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=306,1,nav_menu_item,,0,NULL,cf
307,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=307,1,nav_menu_item,,0,NULL,cf
308,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=308,1,nav_menu_item,,0,NULL,cf
309,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=309,1,nav_menu_item,,0,NULL,cf
310,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=310,1,nav_menu_item,,0,NULL,cf
311,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=311,1,nav_menu_item,,0,NULL,cf
312,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=312,1,nav_menu_item,,0,NULL,cf
313,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=313,1,nav_menu_item,,0,NULL,cf
314,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=314,1,nav_menu_item,,0,NULL,cf
315,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=315,1,nav_menu_item,,0,NULL,cf
316,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=316,1,nav_menu_item,,0,NULL,cf
317,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=317,1,nav_menu_item,,0,NULL,cf
318,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=318,1,nav_menu_item,,0,NULL,cf
319,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=319,1,nav_menu_item,,0,NULL,cf
320,35,8/15/19 13:20,,,,draft,closed,closed,,,,,8/15/19 13:20,,,0,https://cystic-fibrosis.com/?p=320,1,nav_menu_item,,0,NULL,cf
321,35,8/15/19 13:21,,Home,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=321,1,nav_menu_item,,0,NULL,cf
322,35,8/15/19 13:21,,#33 (no title),,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=322,1,nav_menu_item,,0,NULL,cf
323,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=323,1,nav_menu_item,,0,NULL,cf
324,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=324,1,nav_menu_item,,0,NULL,cf
325,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=325,1,nav_menu_item,,0,NULL,cf
326,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=326,1,nav_menu_item,,0,NULL,cf
327,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=327,1,nav_menu_item,,0,NULL,cf
328,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=328,1,nav_menu_item,,0,NULL,cf
329,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=329,1,nav_menu_item,,0,NULL,cf
330,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=330,1,nav_menu_item,,0,NULL,cf
331,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=331,1,nav_menu_item,,0,NULL,cf
332,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=332,1,nav_menu_item,,0,NULL,cf
333,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=333,1,nav_menu_item,,0,NULL,cf
334,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=334,1,nav_menu_item,,0,NULL,cf
335,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=335,1,nav_menu_item,,0,NULL,cf
336,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=336,1,nav_menu_item,,0,NULL,cf
337,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=337,1,nav_menu_item,,0,NULL,cf
338,35,8/15/19 13:21,,,,draft,closed,closed,,,,,8/15/19 13:21,,,0,https://cystic-fibrosis.com/?p=338,1,nav_menu_item,,0,NULL,cf
339,39,8/20/19 11:45,,Sleep Issues and Cystic Fibrosis,,draft,open,closed,,,,,8/20/19 11:45,8/20/19 15:45,,0,https://cystic-fibrosis.com/?p=339,0,post,,0,NULL,cf
340,34,8/15/19 16:45,8/15/19 20:45,How Does Cystic Fibrosis Develop?,,inherit,closed,closed,,55-autosave-v1,,,8/15/19 16:45,8/15/19 20:45,,55,https://cystic-fibrosis.com/uncategorized/55-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
342,34,8/15/19 16:47,8/15/19 20:47,What is Cystic Fibrosis?,,inherit,closed,closed,,53-autosave-v1,,,8/15/19 16:47,8/15/19 20:47,,53,https://cystic-fibrosis.com/uncategorized/53-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
343,34,8/15/19 16:51,8/15/19 20:51,What Causes Cystic Fibrosis?,,inherit,closed,closed,,57-autosave-v1,,,8/15/19 16:51,8/15/19 20:51,,57,https://cystic-fibrosis.com/uncategorized/57-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
344,34,8/16/19 10:52,8/16/19 14:52,How Long Do Patients with Cystic Fibrosis Live?,,inherit,closed,closed,,59-autosave-v1,,,8/16/19 10:52,8/16/19 14:52,,59,https://cystic-fibrosis.com/uncategorized/59-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
345,34,8/16/19 10:57,8/16/19 14:57,Special Populations Affected by Cystic Fibrosis,,inherit,closed,closed,,60-autosave-v1,,,8/16/19 10:57,8/16/19 14:57,,60,https://cystic-fibrosis.com/uncategorized/60-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
346,34,8/16/19 12:14,8/16/19 16:14,"How Are Babies, Toddlers & Preschoolers Affected by Cystic Fibrosis?",,inherit,closed,closed,,61-autosave-v1,,,8/16/19 12:14,8/16/19 16:14,,61,https://cystic-fibrosis.com/uncategorized/61-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
347,34,8/16/19 11:06,8/16/19 15:06,How Are Teens and Young Adults Affected by Cystic Fibrosis?,,inherit,closed,closed,,63-autosave-v1,,,8/16/19 11:06,8/16/19 15:06,,63,https://cystic-fibrosis.com/uncategorized/63-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
348,37,8/16/19 11:38,8/16/19 15:38,What are some ways to prevent infections?,,publish,open,closed,,prevent-infections,,,8/16/19 11:43,8/16/19 15:43,,0,https://cystic-fibrosis.com/?post_type=q_and_a&#038;p=348,0,q_and_a,,0,NULL,cf
349,37,8/16/19 11:49,8/16/19 15:49,How can malnutrition be prevented in someone with cystic fibrosis?,,publish,open,closed,,prevent-malnutrition,,,8/16/19 11:51,8/16/19 15:51,,0,https://cystic-fibrosis.com/?post_type=q_and_a&#038;p=349,0,q_and_a,,0,NULL,cf
350,34,8/16/19 12:16,8/16/19 16:16,How Are Men Affected by Cystic Fibrosis?,,inherit,closed,closed,,64-autosave-v1,,,8/16/19 12:16,8/16/19 16:16,,64,https://cystic-fibrosis.com/uncategorized/64-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
351,34,8/16/19 12:19,8/16/19 16:19,How Are Women Affected by Cystic Fibrosis?,,inherit,closed,closed,,66-autosave-v1,,,8/16/19 12:19,8/16/19 16:19,,66,https://cystic-fibrosis.com/uncategorized/66-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
352,34,8/16/19 12:33,8/16/19 16:33,What are Common Symptoms of Cystic Fibrosis?,,inherit,closed,closed,,76-autosave-v1,,,8/16/19 12:33,8/16/19 16:33,,76,https://cystic-fibrosis.com/uncategorized/76-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
