ID,post_author,post_date,post_date_gmt,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,lead_gen_params,lead_gen_position,PREFIX
812,6,4/12/19 8:52,4/12/19 12:52,2203_custom-2,,inherit,open,closed,,2203_custom-2,,,4/12/19 8:52,4/12/19 12:52,,808,/wp-content/uploads/2019/04/2203_custom-2.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
813,6,4/12/19 8:54,4/12/19 12:54,Inside the Eyes of a 34 Year Old Myop,,inherit,closed,closed,,808-autosave-v1,,,4/12/19 8:54,4/12/19 12:54,,808,https://maculardegeneration.net/uncategorized/808-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9885,macd
814,6,4/12/19 13:13,4/12/19 17:13,Just Diagnosed,,inherit,closed,closed,,485-autosave-v1,,,4/12/19 13:13,4/12/19 17:13,,485,https://maculardegeneration.net/uncategorized/485-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9803,macd
815,36,4/12/19 12:54,4/12/19 16:54,facebook-share-485-combo,,inherit,open,closed,,facebook-share-485-combo,,,4/12/19 12:54,4/12/19 16:54,,485,/wp-content/uploads/2019/04/facebook-share-485-combo.png,0,attachment,image/png,0,NULL,NULL,macd
816,36,4/12/19 12:54,4/12/19 16:54,macular-degeneration-diagnosis-485-combo,,inherit,open,closed,,macular-degeneration-diagnosis-485-combo,,,4/12/19 12:55,4/12/19 16:55,,485,/wp-content/uploads/2019/04/macular-degeneration-diagnosis-485-combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
817,493,5/10/19 15:10,5/10/19 19:10,We Begin Again,,publish,open,closed,,restarting-eye-injections,,,5/10/19 15:10,5/10/19 19:10,,0,https://maculardegeneration.net/?p=817,0,post,,2," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9673,macd
818,493,4/12/19 14:48,,Auto Draft,,auto-draft,open,closed,,,,,4/12/19 14:48,,,0,https://maculardegeneration.net/?p=818,0,post,,0,NULL,NULL,macd
819,49,5/20/19 15:10,5/20/19 19:10,Finding Emotional Support...In Animals?,,publish,open,closed,,emotional-support-animal,,,5/20/19 15:10,5/20/19 19:10,,0,https://maculardegeneration.net/?p=819,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9881,macd
820,496,4/14/19 19:41,,Auto Draft,,auto-draft,open,closed,,,,,4/14/19 19:41,,,0,https://maculardegeneration.net/?p=820,0,post,,0,NULL,NULL,macd
821,6,5/20/19 15:00,5/20/19 19:00,Finding Emotional Support...In Animals?,,inherit,closed,closed,,819-autosave-v1,,,5/20/19 15:00,5/20/19 19:00,,819,https://maculardegeneration.net/uncategorized/819-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9881,macd
822,6,4/15/19 9:00,,Auto Draft,,auto-draft,open,closed,,,,,4/15/19 9:00,,,0,https://maculardegeneration.net/?p=822,0,post,,0,NULL,NULL,macd
823,48,7/25/19 14:09,7/25/19 18:09,Talking Watches and Clocks,,publish,open,closed,,talking-watches,,,7/25/19 15:46,7/25/19 19:46,,0,https://maculardegeneration.net/?p=823,0,post,,1," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9062,macd
825,6,5/29/19 11:55,5/29/19 15:55,We Begin Again,,inherit,closed,closed,,817-autosave-v1,,,5/29/19 11:55,5/29/19 15:55,,817,https://maculardegeneration.net/uncategorized/817-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9673,macd
826,6,4/15/19 10:50,4/15/19 14:50,2124_combo,,inherit,open,closed,,2124_combo,,,4/15/19 10:50,4/15/19 14:50,,143,/wp-content/uploads/2019/04/2124_combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
827,6,4/15/19 10:53,4/15/19 14:53,8200-combo,,inherit,open,closed,,8200-combo,,,4/15/19 10:53,4/15/19 14:53,,157,/wp-content/uploads/2019/04/8200-combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
828,6,4/15/19 10:56,4/15/19 14:56,13651@2x-combo,,inherit,open,closed,,136512x-combo,,,4/15/19 10:56,4/15/19 14:56,,168,/wp-content/uploads/2019/04/13651@2x-combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
829,6,4/15/19 12:46,4/15/19 16:46,What are Cataracts?,,inherit,closed,closed,,698-autosave-v1,,,4/15/19 12:46,4/15/19 16:46,,698,https://maculardegeneration.net/uncategorized/698-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9849,macd
830,493,4/15/19 12:34,,Auto Draft,,auto-draft,open,closed,,,,,4/15/19 12:34,,,0,https://maculardegeneration.net/?p=830,0,post,,0,NULL,NULL,macd
831,493,4/15/19 12:35,,Auto Draft,,auto-draft,open,closed,,,,,4/15/19 12:35,,,0,https://maculardegeneration.net/?p=831,0,post,,0,NULL,NULL,macd
833,6,4/15/19 13:02,4/15/19 17:02,7706_custom,,inherit,open,closed,,7706_custom,,,4/15/19 13:02,4/15/19 17:02,,698,/wp-content/uploads/2019/04/7706_custom.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
834,493,4/15/19 15:27,,Auto Draft,,auto-draft,open,closed,,,,,4/15/19 15:27,,,0,https://maculardegeneration.net/?p=834,0,post,,0,NULL,NULL,macd
835,31,4/15/19 15:28,,Auto Draft,,auto-draft,open,closed,,,,,4/15/19 15:28,,,0,https://maculardegeneration.net/?p=835,0,post,,0,NULL,NULL,macd
836,493,4/15/19 15:28,,Auto Draft,,auto-draft,open,closed,,,,,4/15/19 15:28,,,0,https://maculardegeneration.net/?p=836,0,post,,0,NULL,NULL,macd
837,31,4/15/19 15:31,,Auto Draft,,auto-draft,open,closed,,,,,4/15/19 15:31,,,0,https://maculardegeneration.net/?p=837,0,post,,0,NULL,NULL,macd
838,493,4/16/19 11:46,,Auto Draft,,auto-draft,open,closed,,,,,4/16/19 11:46,,,0,https://maculardegeneration.net/?p=838,0,post,,0,NULL,NULL,macd
839,493,4/16/19 11:47,,Auto Draft,,auto-draft,open,closed,,,,,4/16/19 11:47,,,0,https://maculardegeneration.net/?p=839,0,post,,0,NULL,NULL,macd
840,49,5/2/19 9:20,,Summer Eye Healthy Tomato Basil Pasta with Zucchini Noodles,,draft,open,closed,,,,,5/2/19 9:20,5/2/19 13:20,,0,https://maculardegeneration.net/?post_type=recipe&#038;p=840,0,recipe,,0,NULL,NULL,macd
841,6,4/17/19 16:49,4/17/19 20:49,"Hocus Pocus, My Macula Can't Focus",,inherit,closed,closed,,219-autosave-v1,,,4/17/19 16:49,4/17/19 20:49,,219,https://maculardegeneration.net/uncategorized/219-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9711,macd
842,49,5/2/19 9:20,,Sweet Potato Mediterranean Chili,,draft,open,closed,,,,,5/2/19 9:20,5/2/19 13:20,,0,https://maculardegeneration.net/?post_type=recipe&#038;p=842,0,recipe,,0,NULL,NULL,macd
843,493,4/16/19 15:05,,Auto Draft,,auto-draft,open,closed,,,,,4/16/19 15:05,,,0,https://maculardegeneration.net/?p=843,0,post,,0,NULL,NULL,macd
844,493,7/19/19 16:22,7/19/19 20:22,Do It Now,,publish,open,closed,,high-altitude-retinopathy,,,7/22/19 10:59,7/22/19 14:59,,0,https://maculardegeneration.net/?p=844,0,post,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9702,macd
845,493,6/6/19 15:45,6/6/19 19:45,Connections: Losing My Vision AND My Hair?,,publish,open,closed,,zinc-hair-loss,,,6/11/19 10:42,6/11/19 14:42,,0,https://maculardegeneration.net/?p=845,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9674,macd
846,49,5/2/19 9:19,,Eye Healthy Make Ahead Breakfast Casserole,,draft,open,closed,,,,,5/2/19 9:19,5/2/19 13:19,,0,https://maculardegeneration.net/?post_type=recipe&#038;p=846,0,recipe,,0,NULL,NULL,macd
847,36,4/17/19 11:55,4/17/19 15:55,facebook-share-219-combo,,inherit,open,closed,,facebook-share-219-combo,,,4/17/19 11:55,4/17/19 15:55,,219,/wp-content/uploads/2019/04/facebook-share-219-combo.png,0,attachment,image/png,0,NULL,NULL,macd
848,36,4/17/19 11:55,4/17/19 15:55,macular-degeneration-basics-219-combo,,inherit,open,closed,,macular-degeneration-basics-219-combo,,,4/17/19 11:55,4/17/19 15:55,,219,/wp-content/uploads/2019/04/macular-degeneration-basics-219-combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
849,36,4/17/19 11:56,4/17/19 15:56,"Hocus Pocus, My Macula Can't Focus (HU3)",,inherit,closed,closed,,219-autosave-v1,,,4/17/19 11:56,4/17/19 15:56,,219,https://maculardegeneration.net/uncategorized/219-autosave-v1/,0,revision,,0,NULL,NULL,macd
850,6,4/17/19 13:28,4/17/19 17:28,1058,,inherit,open,closed,,1058,,,4/17/19 13:28,4/17/19 17:28,,240,/wp-content/uploads/2019/02/1058.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
851,6,4/17/19 13:33,4/17/19 17:33,1973_custom,,inherit,open,closed,,1973_custom,,,4/17/19 13:33,4/17/19 17:33,,326,/wp-content/uploads/2019/02/1973_custom.png,0,attachment,image/png,0,NULL,NULL,macd
852,49,5/16/19 15:40,5/16/19 19:40,Can I Keep My Children Safe From Macular Degeneration?,,publish,open,closed,,children-prevention,,,5/30/19 8:32,5/30/19 12:32,,0,https://maculardegeneration.net/?p=852,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9845,macd
853,700,4/17/19 15:24,,Auto Draft,,auto-draft,open,closed,,,,,4/17/19 15:24,,,0,https://maculardegeneration.net/?p=853,0,post,,0,NULL,NULL,macd
855,31,6/10/19 16:46,6/10/19 20:46,"How \Eye\"" Get it All Done""",,publish,open,closed,,stargardt-life,,,6/18/19 9:35,6/18/19 13:35,,0,https://maculardegeneration.net/?p=855,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9771,macd
856,31,6/17/19 16:09,6/17/19 20:09,"My \See\""port System""",,publish,open,closed,,low-vision-support,,,6/17/19 16:09,6/17/19 20:09,,0,https://maculardegeneration.net/?p=856,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9626,macd
857,31,6/1/19 9:55,6/1/19 13:55,Feeling My Way Around the World,,publish,open,closed,,traveling,,,6/1/19 9:55,6/1/19 13:55,,0,https://maculardegeneration.net/?p=857,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9833,macd
858,31,5/22/19 15:23,5/22/19 19:23,"How \Eye\"" Get Around""",,publish,open,closed,,pros-cons-public-transportation,,,5/22/19 15:23,5/22/19 19:23,,0,https://maculardegeneration.net/?p=858,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.978,macd
859,36,4/18/19 12:31,4/18/19 16:31,facebook-share-749-combo,,inherit,open,closed,,facebook-share-749-combo,,,4/18/19 12:31,4/18/19 16:31,,749,/wp-content/uploads/2019/04/facebook-share-749-combo.png,0,attachment,image/png,0,NULL,NULL,macd
860,36,4/18/19 12:31,4/18/19 16:31,macular-edema-following-retinal-vein-occlusion-749-combo,,inherit,open,closed,,macular-edema-following-retinal-vein-occlusion-749-combo,,,4/18/19 12:32,4/18/19 16:32,,749,/wp-content/uploads/2019/04/macular-edema-following-retinal-vein-occlusion-749-combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
861,36,4/18/19 12:32,4/18/19 16:32,What is Retinal Vein Occlusion (RVO) and Macular Edema Following RVO (MEfRVO)?,,inherit,closed,closed,,749-autosave-v1,,,4/18/19 12:32,4/18/19 16:32,,749,https://maculardegeneration.net/uncategorized/749-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.983,macd
862,6,6/17/19 16:04,6/17/19 20:04,"My \See\""port System""",,inherit,closed,closed,,856-autosave-v1,,,6/17/19 16:04,6/17/19 20:04,,856,https://maculardegeneration.net/uncategorized/856-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9626,macd
863,6,6/1/19 9:54,6/1/19 13:54,Feeling My Way Around the World,,inherit,closed,closed,,857-autosave-v1,,,6/1/19 9:54,6/1/19 13:54,,857,https://maculardegeneration.net/uncategorized/857-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9833,macd
864,6,5/22/19 15:14,5/22/19 19:14,"How \Eye\"" Get Around""",,inherit,closed,closed,,858-autosave-v1,,,5/22/19 15:14,5/22/19 19:14,,858,https://maculardegeneration.net/uncategorized/858-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.978,macd
865,6,4/19/19 15:01,4/19/19 19:01,Blind Dating,,inherit,closed,closed,,542-autosave-v1,,,4/19/19 15:01,4/19/19 19:01,,542,https://maculardegeneration.net/uncategorized/542-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9711,macd
866,209,4/19/19 11:03,,Auto Draft,,auto-draft,open,closed,,,,,4/19/19 11:03,,,0,https://maculardegeneration.net/?p=866,0,post,,0,NULL,NULL,macd
869,36,4/19/19 12:53,4/19/19 16:53,Blind Dating,,inherit,closed,closed,,542-autosave-v1,,,4/19/19 12:53,4/19/19 16:53,,542,https://maculardegeneration.net/uncategorized/542-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9711,macd
870,36,4/19/19 12:53,4/19/19 16:53,dating-vision-loss-542-combo2,,inherit,open,closed,,dating-vision-loss-542-combo2,,,4/19/19 12:53,4/19/19 16:53,,542,/wp-content/uploads/2019/04/dating-vision-loss-542-combo2.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
871,36,4/19/19 12:53,4/19/19 16:53,facebook-share-542-combo2,,inherit,open,closed,,facebook-share-542-combo2,,,4/19/19 12:53,4/19/19 16:53,,542,/wp-content/uploads/2019/04/facebook-share-542-combo2.png,0,attachment,image/png,0,NULL,NULL,macd
872,683,4/19/19 13:08,,Auto Draft,,auto-draft,open,closed,,,,,4/19/19 13:08,,,0,https://maculardegeneration.net/?p=872,0,post,,0,NULL,NULL,macd
873,27,6/18/19 12:43,6/18/19 16:43,Macular Degeneration Anxieties: Isolation & Misunderstanding,,publish,open,closed,,anxiety-isolation-misunderstand,,,6/18/19 12:43,6/18/19 16:43,,0,https://maculardegeneration.net/?p=873,0,post,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9697,macd
875,146,4/22/19 16:19,4/22/19 20:19,Is there a calendar app with a large font?,,publish,open,closed,,calendar-app,,,4/25/19 11:40,4/25/19 15:40,,0,https://maculardegeneration.net/?post_type=q_and_a&#038;p=875,0,q_and_a,,3,NULL,NULL,macd
876,48,4/21/19 13:38,,Auto Draft,,auto-draft,open,closed,,,,,4/21/19 13:38,,,0,https://maculardegeneration.net/?p=876,0,post,,0,NULL,NULL,macd
877,6,4/22/19 7:43,4/22/19 11:43,2678b,,inherit,open,closed,,2678b,,,4/22/19 7:43,4/22/19 11:43,,163,/wp-content/uploads/2019/04/2678b.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
878,48,5/24/19 13:37,5/24/19 17:37,CCTV/Digital Magnifier,,publish,open,closed,,cctv-digital-magnifier,,,7/25/19 8:52,7/25/19 12:52,,0,https://maculardegeneration.net/?p=878,0,post,,3," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9012,macd
879,48,6/21/19 14:16,6/21/19 18:16,Blind Fail!,,publish,open,closed,,blind-fail,,,6/21/19 14:17,6/21/19 18:17,,0,https://maculardegeneration.net/?p=879,0,post,,1,NULL,NULL,macd
880,6,6/21/19 14:16,6/21/19 18:16,Blind Fail!,,inherit,closed,closed,,879-autosave-v1,,,6/21/19 14:16,6/21/19 18:16,,879,https://maculardegeneration.net/uncategorized/879-autosave-v1/,0,revision,,0,NULL,NULL,macd
881,27,6/8/19 9:06,6/8/19 13:06,Frequently Asked Questions (FAQs) about Macular Degeneration,,publish,open,closed,,faq,,,6/8/19 9:06,6/8/19 13:06,,0,https://maculardegeneration.net/?p=881,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9843,macd
882,6,4/22/19 12:52,4/22/19 16:52,You Don‰Ûªt Have to Always Feel Held Back,,inherit,closed,closed,,746-autosave-v1,,,4/22/19 12:52,4/22/19 16:52,,746,https://maculardegeneration.net/uncategorized/746-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9126,macd
883,6,4/22/19 12:49,4/22/19 16:49,5601,,inherit,open,closed,,5601,,,4/22/19 12:49,4/22/19 16:49,,746,/wp-content/uploads/2019/04/5601.png,0,attachment,image/png,0,NULL,NULL,macd
884,6,4/22/19 13:43,4/22/19 17:43,9002,,inherit,open,closed,,9002,,,4/22/19 13:43,4/22/19 17:43,,460,/wp-content/uploads/2019/04/9002.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
885,6,4/22/19 15:28,4/22/19 19:28,2687_custom,,inherit,open,closed,,2687_custom,,,4/22/19 15:28,4/22/19 19:28,,31,/wp-content/uploads/2019/04/2687_custom.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
886,7,4/22/19 16:19,4/22/19 20:19,Is there a calendar app with a large font?,,inherit,closed,closed,,875-autosave-v1,,,4/22/19 16:19,4/22/19 20:19,,875,https://maculardegeneration.net/uncategorized/875-autosave-v1/,0,revision,,0,NULL,NULL,macd
887,717,4/22/19 21:32,,Auto Draft,,auto-draft,open,closed,,,,,4/22/19 21:32,,,0,https://maculardegeneration.net/?p=887,0,post,,0,NULL,NULL,macd
888,717,6/5/19 15:38,6/5/19 19:38,Helping a Loved One Who is Visually Impaired,,publish,open,closed,,help-visually-impaired,,,6/5/19 15:39,6/5/19 19:39,,0,https://maculardegeneration.net/?p=888,0,post,,1," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9816,macd
889,37,4/24/19 11:52,4/24/19 15:52,in-car-new,,inherit,open,closed,,in-car-new,,,4/24/19 11:52,4/24/19 15:52,,819,/wp-content/uploads/2019/04/in-car-new.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
890,37,4/24/19 11:52,4/24/19 15:52,red-ledge-new,,inherit,open,closed,,red-ledge-new,,,4/24/19 11:53,4/24/19 15:53,,819,/wp-content/uploads/2019/04/red-ledge-new.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
891,37,4/24/19 11:54,4/24/19 15:54,Finding Emotional Support...In Animals?,,inherit,closed,closed,,819-autosave-v1,,,4/24/19 11:54,4/24/19 15:54,,819,https://maculardegeneration.net/uncategorized/819-autosave-v1/,0,revision,,0,NULL,NULL,macd
894,36,4/24/19 12:13,4/24/19 16:13,facebook-share-769-combo,,inherit,open,closed,,facebook-share-769-combo,,,4/24/19 12:13,4/24/19 16:13,,0,/wp-content/uploads/2019/04/facebook-share-769-combo.png,0,attachment,image/png,0,NULL,NULL,macd
895,36,4/24/19 12:13,4/24/19 16:13,wet-macular-degeneration-progression-769-combo,,inherit,open,closed,,wet-macular-degeneration-progression-769-combo,,,4/24/19 12:14,4/24/19 16:14,,0,/wp-content/uploads/2019/04/wet-macular-degeneration-progression-769-combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
896,36,4/25/19 14:26,4/25/19 18:26,"Advancing Age, Advancing AMD",,inherit,closed,closed,,769-autosave-v1,,,4/25/19 14:26,4/25/19 18:26,,769,https://maculardegeneration.net/uncategorized/769-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9696,macd
897,6,4/24/19 13:43,4/24/19 17:43,"Advancing Age, Advancing AMD",,inherit,closed,closed,,769-autosave-v1,,,4/24/19 13:43,4/24/19 17:43,,769,https://maculardegeneration.net/uncategorized/769-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9696,macd
898,49,4/25/19 9:00,,The Benefits of a Telematics System in your Vehicle,,draft,open,closed,,,,,4/25/19 9:00,4/25/19 13:00,,0,https://maculardegeneration.net/?p=898,0,post,,0,NULL,NULL,macd
899,6,4/25/19 9:00,4/25/19 13:00,The Benefits of a Telematics System in your Vehicle,,inherit,closed,closed,,898-autosave-v1,,,4/25/19 9:00,4/25/19 13:00,,898,https://maculardegeneration.net/uncategorized/898-autosave-v1/,0,revision,,0,NULL,NULL,macd
900,6,4/25/19 11:38,4/25/19 15:38,Is there a calendar app with a large font?,,inherit,closed,closed,,875-autosave-v1,,,4/25/19 11:38,4/25/19 15:38,,875,https://maculardegeneration.net/uncategorized/875-autosave-v1/,0,revision,,0,NULL,NULL,macd
901,6,4/25/19 11:40,4/25/19 15:40,14006,,inherit,open,closed,,14006,,,4/25/19 11:40,4/25/19 15:40,,875,/wp-content/uploads/2019/04/14006.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
902,36,4/25/19 12:21,4/25/19 16:21,facebook-share-558-combo,,inherit,open,closed,,facebook-share-558-combo,,,4/25/19 12:21,4/25/19 16:21,,558,/wp-content/uploads/2019/03/facebook-share-558-combo.png,0,attachment,image/png,0,NULL,NULL,macd
903,36,4/25/19 12:21,4/25/19 16:21,glaucoma-558-combo,,inherit,open,closed,,glaucoma-558-combo,,,4/25/19 12:22,4/25/19 16:22,,558,/wp-content/uploads/2019/03/glaucoma-558-combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
904,36,4/25/19 12:22,4/25/19 16:22,What is Glaucoma?,,inherit,closed,closed,,558-autosave-v1,,,4/25/19 12:22,4/25/19 16:22,,558,https://maculardegeneration.net/uncategorized/558-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9781,macd
905,37,4/25/19 13:29,4/25/19 17:29,Talking Watches,,inherit,closed,closed,,823-autosave-v1,,,4/25/19 13:29,4/25/19 17:29,,823,https://maculardegeneration.net/uncategorized/823-autosave-v1/,0,revision,,0,NULL,NULL,macd
906,6,4/25/19 15:11,4/25/19 19:11,What is Glaucoma?,,inherit,closed,closed,,558-autosave-v1,,,4/25/19 15:11,4/25/19 19:11,,558,https://maculardegeneration.net/uncategorized/558-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9809,macd
907,27,4/30/19 7:20,4/30/19 11:20,Our Accessibility Feature Toolbar,,publish,open,closed,,accessibility-feature,,,4/30/19 7:20,4/30/19 11:20,,0,https://maculardegeneration.net/?p=907,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.948,macd
908,6,4/25/19 15:46,4/25/19 19:46,Our Accessibility Feature Toolbar,,inherit,closed,closed,,907-autosave-v1,,,4/25/19 15:46,4/25/19 19:46,,907,https://maculardegeneration.net/uncategorized/907-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9459,macd
909,49,4/26/19 7:51,,Auto Draft,,auto-draft,open,closed,,,,,4/26/19 7:51,,,0,https://maculardegeneration.net/?p=909,0,post,,0,NULL,NULL,macd
911,6,4/26/19 13:06,4/26/19 17:06,See What I See,,inherit,closed,closed,,488-autosave-v1,,,4/26/19 13:06,4/26/19 17:06,,488,https://maculardegeneration.net/uncategorized/488-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9772,macd
912,36,4/26/19 11:42,4/26/19 15:42,facebook-share-488-custom,,inherit,open,closed,,facebook-share-488-custom,,,4/26/19 11:42,4/26/19 15:42,,488,/wp-content/uploads/2019/04/facebook-share-488-custom.png,0,attachment,image/png,0,NULL,NULL,macd
913,36,4/26/19 11:42,4/26/19 15:42,understanding-macular-degeneration-488-custom,,inherit,open,closed,,understanding-macular-degeneration-488-custom,,,4/26/19 11:42,4/26/19 15:42,,488,/wp-content/uploads/2019/04/understanding-macular-degeneration-488-custom.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
914,36,4/26/19 12:55,4/26/19 16:55,See What I See,,inherit,closed,closed,,488-autosave-v1,,,4/26/19 12:55,4/26/19 16:55,,488,https://maculardegeneration.net/uncategorized/488-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.976,macd
915,49,6/12/19 15:23,6/12/19 19:23,Strengthening Your Peripheral Vision,,publish,open,closed,,strengthen-peripheral-vision,,,6/12/19 15:23,6/12/19 19:23,,0,https://maculardegeneration.net/?p=915,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9828,macd
916,49,4/29/19 9:03,,The Joy that is Floaters,,draft,open,closed,,,,,4/29/19 9:03,4/29/19 13:03,,0,https://maculardegeneration.net/?p=916,0,post,,0,NULL,NULL,macd
917,36,4/26/19 16:40,4/26/19 20:40,facebook-share-mham-707-custom@2x,,inherit,open,closed,,facebook-share-mham-707-custom2x,,,4/26/19 16:40,4/26/19 20:40,,707,/wp-content/uploads/2019/04/facebook-share-mham-707-custom@2x.png,0,attachment,image/png,0,NULL,NULL,macd
